stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,location_type
1403,,"Triburcio Anitua, 25",43.181503,-2.486427,8,0
1408,,Unibertsitatea,43.18016462742822,-2.4881597303328973,8,0
997,,Otaola,43.18147475702142,-2.4831407331583817,8,0
1410,,Polikiroldegia-eibar,43.1823647144619,-2.478838788942222,8,0
1411,,Ipurua,43.181916,-2.474927,8,0
1412,,Sostoatarren,43.1821878129263,-2.473635304341079,8,0
1416,,Ubitxa,43.181384,-2.471794,8,0
6018,,San Kristobal,43.180718,-2.472495,8,0
6131,,Ubitxa 2,43.18209091011134,-2.4721472415894388,8,0
850,,Untzaga,43.184046372026586,-2.473039120268249,8,0
1739,,Bidebarrie,43.18506268165248,-2.468306926336117,8,0
6019,,Urtzaile,43.185285961911674,-2.4659792375056457,8,0
1419,,Agiñazpi,43.186532164327325,-2.4628919211720084,8,0
1400,,Barrena,43.189175271476756,-2.458167722697549,8,0
1000,,Azitain,43.189816624484976,-2.454802383116163,8,0
1658,,Iparraguirre,43.188152101496655,-2.458878223011252,8,0
6015,,Saratsuegi,43.18605651898492,-2.457506188612738,8,0
1714,,Debegesa,43.194975446975256,-2.4527380272501556,8,0
2667,,Tekniker,43.196112,-2.451947,8,0
993,,Azitain,43.18986416640584,-2.4553311385317804,8,0
1421,,Barrena,43.189335366445285,-2.457747889830881,8,0
851,,Urkizu,43.18694670901121,-2.4629621217929114,8,0
4441,,Errebal,43.18574552234806,-2.4679810528177586,8,0
1401,,Correos-julian Etxebarria,43.186305975899735,-2.4703881155113403,8,0
1124,,"San Juan Kalea, 07",43.185243672436094,-2.4723907989244056,8,0
6078,,Torrekua,43.18455042459839,-2.4802845397817466,8,0
6021,,Wenceslao Orbea,43.18614071499641,-2.481489315816904,8,0
6130,,Ziriako Agirre 2,43.18452316688284,-2.4822167202586125,8,0
1405,,Asola Igartza,43.183662089319256,-2.4829623119869626,8,0
1402,,"Tiburcio Anitua, 21",43.18193235572553,-2.484773423119506,8,0
6016,,Izua,43.20687083356043,-2.473903198054212,8,0
6020,,Usartza,43.20854646316364,-2.4682260877461193,8,0
4740,,Altzaga,43.210948029625214,-2.461877513220016,8,0
1423,,Krabelin,43.210265,-2.454663,8,0
1422,,Arrate,43.206037820743404,-2.44808454201023,8,0
6132,,"Krabelin, 2",43.210209,-2.454374,8,0
6133,,Usartza 2,43.20913885656472,-2.467814699486279,8,0
6134,,Izua 2,43.20715783842443,-2.473654532275464,8,0
